sample_id,design_id,filename,hour,minute,second,time_string,font,bg_color,text_color,has_design
13,0,clock_screenshots/digital_clock_00013.png,0,8,29,00:08:29,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
14,0,clock_screenshots/digital_clock_00014.png,4,16,46,04:16:46,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
15,0,clock_screenshots/digital_clock_00015.png,13,32,33,13:32:33,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
16,0,clock_screenshots/digital_clock_00016.png,7,19,39,07:19:39,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
17,0,clock_screenshots/digital_clock_00017.png,16,1,44,16:01:44,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
18,0,clock_screenshots/digital_clock_00018.png,1,2,52,01:02:52,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
19,0,clock_screenshots/digital_clock_00019.png,2,9,34,02:09:34,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
20,0,clock_screenshots/digital_clock_00020.png,7,32,54,07:32:54,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
21,0,clock_screenshots/digital_clock_00021.png,20,51,42,20:51:42,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
22,0,clock_screenshots/digital_clock_00022.png,8,25,7,08:25:07,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
23,0,clock_screenshots/digital_clock_00023.png,18,2,32,18:02:32,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
24,0,clock_screenshots/digital_clock_00024.png,3,36,30,03:36:30,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
25,0,clock_screenshots/digital_clock_00025.png,8,20,44,08:20:44,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
26,0,clock_screenshots/digital_clock_00026.png,16,51,42,16:51:42,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
27,0,clock_screenshots/digital_clock_00027.png,19,14,41,19:14:41,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
28,0,clock_screenshots/digital_clock_00028.png,23,3,52,23:03:52,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
29,0,clock_screenshots/digital_clock_00029.png,18,1,3,18:01:03,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
30,0,clock_screenshots/digital_clock_00030.png,20,39,51,20:39:51,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
31,0,clock_screenshots/digital_clock_00031.png,10,35,57,10:35:57,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
32,0,clock_screenshots/digital_clock_00032.png,18,37,28,18:37:28,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
33,0,clock_screenshots/digital_clock_00033.png,16,51,17,16:51:17,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
34,0,clock_screenshots/digital_clock_00034.png,1,22,37,01:22:37,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
35,0,clock_screenshots/digital_clock_00035.png,1,6,59,01:06:59,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
36,0,clock_screenshots/digital_clock_00036.png,8,53,50,08:53:50,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
37,0,clock_screenshots/digital_clock_00037.png,7,13,43,07:13:43,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
38,0,clock_screenshots/digital_clock_00038.png,1,28,9,01:28:09,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
39,0,clock_screenshots/digital_clock_00039.png,14,49,56,14:49:56,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
40,0,clock_screenshots/digital_clock_00040.png,2,23,28,02:23:28,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
41,0,clock_screenshots/digital_clock_00041.png,3,45,56,03:45:56,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
42,0,clock_screenshots/digital_clock_00042.png,4,2,57,04:02:57,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
43,0,clock_screenshots/digital_clock_00043.png,19,21,12,19:21:12,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
44,0,clock_screenshots/digital_clock_00044.png,4,10,24,04:10:24,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
45,0,clock_screenshots/digital_clock_00045.png,1,51,6,01:51:06,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
46,0,clock_screenshots/digital_clock_00046.png,19,42,12,19:42:12,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
47,0,clock_screenshots/digital_clock_00047.png,15,41,2,15:41:02,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
48,0,clock_screenshots/digital_clock_00048.png,9,1,29,09:01:29,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
49,0,clock_screenshots/digital_clock_00049.png,9,36,4,09:36:04,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
50,0,clock_screenshots/digital_clock_00050.png,9,2,35,09:02:35,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
51,0,clock_screenshots/digital_clock_00051.png,21,42,39,21:42:39,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
52,0,clock_screenshots/digital_clock_00052.png,11,47,22,11:47:22,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
53,0,clock_screenshots/digital_clock_00053.png,19,0,48,19:00:48,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
54,0,clock_screenshots/digital_clock_00054.png,2,11,23,02:11:23,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
55,0,clock_screenshots/digital_clock_00055.png,21,5,4,21:05:04,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
56,0,clock_screenshots/digital_clock_00056.png,12,5,7,12:05:07,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
57,0,clock_screenshots/digital_clock_00057.png,16,56,9,16:56:09,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
58,0,clock_screenshots/digital_clock_00058.png,17,51,12,17:51:12,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
59,0,clock_screenshots/digital_clock_00059.png,12,29,30,12:29:30,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
60,0,clock_screenshots/digital_clock_00060.png,14,4,59,14:04:59,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
61,0,clock_screenshots/digital_clock_00061.png,19,1,48,19:01:48,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
62,0,clock_screenshots/digital_clock_00062.png,18,52,20,18:52:20,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
63,0,clock_screenshots/digital_clock_00063.png,9,21,3,09:21:03,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
64,0,clock_screenshots/digital_clock_00064.png,11,1,28,11:01:28,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
65,0,clock_screenshots/digital_clock_00065.png,20,10,41,20:10:41,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
66,0,clock_screenshots/digital_clock_00066.png,1,58,4,01:58:04,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
67,0,clock_screenshots/digital_clock_00067.png,2,28,6,02:28:06,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
68,0,clock_screenshots/digital_clock_00068.png,14,9,12,14:09:12,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
69,0,clock_screenshots/digital_clock_00069.png,14,42,38,14:42:38,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
70,0,clock_screenshots/digital_clock_00070.png,5,38,33,05:38:33,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
71,0,clock_screenshots/digital_clock_00071.png,17,4,7,17:04:07,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
72,0,clock_screenshots/digital_clock_00072.png,8,54,41,08:54:41,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
73,0,clock_screenshots/digital_clock_00073.png,20,33,46,20:33:46,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
74,0,clock_screenshots/digital_clock_00074.png,15,7,48,15:07:48,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
75,0,clock_screenshots/digital_clock_00075.png,12,54,3,12:54:03,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
76,0,clock_screenshots/digital_clock_00076.png,8,16,37,08:16:37,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
77,0,clock_screenshots/digital_clock_00077.png,3,50,33,03:50:33,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
78,0,clock_screenshots/digital_clock_00078.png,19,5,42,19:05:42,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
79,0,clock_screenshots/digital_clock_00079.png,2,8,42,02:08:42,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
80,0,clock_screenshots/digital_clock_00080.png,10,33,19,10:33:19,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
81,0,clock_screenshots/digital_clock_00081.png,17,38,57,17:38:57,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
82,0,clock_screenshots/digital_clock_00082.png,4,52,26,04:52:26,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
83,0,clock_screenshots/digital_clock_00083.png,11,8,10,11:08:10,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
84,0,clock_screenshots/digital_clock_00084.png,7,17,50,07:17:50,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
85,0,clock_screenshots/digital_clock_00085.png,21,16,15,21:16:15,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
86,0,clock_screenshots/digital_clock_00086.png,10,18,13,10:18:13,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
87,0,clock_screenshots/digital_clock_00087.png,22,17,46,22:17:46,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
88,0,clock_screenshots/digital_clock_00088.png,2,47,42,02:47:42,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
89,0,clock_screenshots/digital_clock_00089.png,1,54,1,01:54:01,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
90,0,clock_screenshots/digital_clock_00090.png,6,40,49,06:40:49,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
91,0,clock_screenshots/digital_clock_00091.png,0,23,18,00:23:18,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
92,0,clock_screenshots/digital_clock_00092.png,21,0,47,21:00:47,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
93,0,clock_screenshots/digital_clock_00093.png,12,32,24,12:32:24,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
94,0,clock_screenshots/digital_clock_00094.png,1,11,21,01:11:21,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
95,0,clock_screenshots/digital_clock_00095.png,8,49,55,08:49:55,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
96,0,clock_screenshots/digital_clock_00096.png,22,41,58,22:41:58,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
97,0,clock_screenshots/digital_clock_00097.png,23,48,42,23:48:42,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
98,0,clock_screenshots/digital_clock_00098.png,17,54,10,17:54:10,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
99,0,clock_screenshots/digital_clock_00099.png,5,13,2,05:13:02,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
100,0,clock_screenshots/digital_clock_00100.png,23,37,38,23:37:38,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
101,0,clock_screenshots/digital_clock_00101.png,9,59,14,09:59:14,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
102,0,clock_screenshots/digital_clock_00102.png,17,42,56,17:42:56,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
103,0,clock_screenshots/digital_clock_00103.png,9,20,21,09:20:21,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
104,0,clock_screenshots/digital_clock_00104.png,20,0,31,20:00:31,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
105,0,clock_screenshots/digital_clock_00105.png,3,18,24,03:18:24,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
106,0,clock_screenshots/digital_clock_00106.png,13,19,48,13:19:48,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
107,0,clock_screenshots/digital_clock_00107.png,4,15,14,04:15:14,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
108,0,clock_screenshots/digital_clock_00108.png,2,16,54,02:16:54,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
109,0,clock_screenshots/digital_clock_00109.png,21,18,10,21:18:10,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
110,0,clock_screenshots/digital_clock_00110.png,9,17,39,09:17:39,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
111,0,clock_screenshots/digital_clock_00111.png,9,46,24,09:46:24,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
112,0,clock_screenshots/digital_clock_00112.png,12,18,34,12:18:34,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
113,0,clock_screenshots/digital_clock_00113.png,21,57,21,21:57:21,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
114,0,clock_screenshots/digital_clock_00114.png,7,47,10,07:47:10,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
115,0,clock_screenshots/digital_clock_00115.png,5,47,7,05:47:07,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
116,0,clock_screenshots/digital_clock_00116.png,17,13,41,17:13:41,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
117,0,clock_screenshots/digital_clock_00117.png,5,40,49,05:40:49,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
118,0,clock_screenshots/digital_clock_00118.png,3,39,1,03:39:01,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
119,0,clock_screenshots/digital_clock_00119.png,8,9,56,08:09:56,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
120,0,clock_screenshots/digital_clock_00120.png,19,7,38,19:07:38,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
121,0,clock_screenshots/digital_clock_00121.png,15,55,48,15:55:48,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
122,0,clock_screenshots/digital_clock_00122.png,9,20,19,09:20:19,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
123,0,clock_screenshots/digital_clock_00123.png,13,3,58,13:03:58,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
124,0,clock_screenshots/digital_clock_00124.png,20,54,37,20:54:37,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
125,0,clock_screenshots/digital_clock_00125.png,18,9,14,18:09:14,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
126,0,clock_screenshots/digital_clock_00126.png,2,40,10,02:40:10,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
127,0,clock_screenshots/digital_clock_00127.png,1,46,41,01:46:41,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
128,0,clock_screenshots/digital_clock_00128.png,13,13,20,13:13:20,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
129,0,clock_screenshots/digital_clock_00129.png,18,7,37,18:07:37,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
130,0,clock_screenshots/digital_clock_00130.png,7,23,58,07:23:58,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
131,0,clock_screenshots/digital_clock_00131.png,1,50,29,01:50:29,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
132,0,clock_screenshots/digital_clock_00132.png,11,22,19,11:22:19,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
133,0,clock_screenshots/digital_clock_00133.png,15,48,4,15:48:04,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
134,0,clock_screenshots/digital_clock_00134.png,4,31,43,04:31:43,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
135,0,clock_screenshots/digital_clock_00135.png,16,45,12,16:45:12,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
136,0,clock_screenshots/digital_clock_00136.png,15,24,37,15:24:37,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
137,0,clock_screenshots/digital_clock_00137.png,12,9,59,12:09:59,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
138,0,clock_screenshots/digital_clock_00138.png,5,8,4,05:08:04,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
139,0,clock_screenshots/digital_clock_00139.png,19,55,13,19:55:13,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
140,0,clock_screenshots/digital_clock_00140.png,11,8,16,11:08:16,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
141,0,clock_screenshots/digital_clock_00141.png,6,43,38,06:43:38,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
142,0,clock_screenshots/digital_clock_00142.png,14,31,4,14:31:04,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
143,0,clock_screenshots/digital_clock_00143.png,19,52,42,19:52:42,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
144,0,clock_screenshots/digital_clock_00144.png,5,53,10,05:53:10,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
145,0,clock_screenshots/digital_clock_00145.png,22,55,53,22:55:53,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
146,0,clock_screenshots/digital_clock_00146.png,8,38,30,08:38:30,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
147,0,clock_screenshots/digital_clock_00147.png,10,46,4,10:46:04,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
148,0,clock_screenshots/digital_clock_00148.png,10,26,40,10:26:40,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
149,0,clock_screenshots/digital_clock_00149.png,0,3,12,00:03:12,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
150,0,clock_screenshots/digital_clock_00150.png,2,6,14,02:06:14,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
151,0,clock_screenshots/digital_clock_00151.png,21,46,48,21:46:48,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
152,0,clock_screenshots/digital_clock_00152.png,16,42,13,16:42:13,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
153,0,clock_screenshots/digital_clock_00153.png,16,9,1,16:09:01,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
154,0,clock_screenshots/digital_clock_00154.png,19,57,20,19:57:20,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
155,0,clock_screenshots/digital_clock_00155.png,18,30,40,18:30:40,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
156,0,clock_screenshots/digital_clock_00156.png,2,44,20,02:44:20,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
157,0,clock_screenshots/digital_clock_00157.png,7,14,10,07:14:10,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
158,0,clock_screenshots/digital_clock_00158.png,16,30,29,16:30:29,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
159,0,clock_screenshots/digital_clock_00159.png,8,15,25,08:15:25,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
160,0,clock_screenshots/digital_clock_00160.png,19,53,21,19:53:21,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
161,0,clock_screenshots/digital_clock_00161.png,16,57,57,16:57:57,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
162,0,clock_screenshots/digital_clock_00162.png,15,37,23,15:37:23,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
163,0,clock_screenshots/digital_clock_00163.png,17,18,42,17:18:42,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
164,0,clock_screenshots/digital_clock_00164.png,8,4,55,08:04:55,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
165,0,clock_screenshots/digital_clock_00165.png,20,30,38,20:30:38,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
166,0,clock_screenshots/digital_clock_00166.png,8,16,33,08:16:33,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
167,0,clock_screenshots/digital_clock_00167.png,8,24,23,08:24:23,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
168,0,clock_screenshots/digital_clock_00168.png,9,31,57,09:31:57,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
169,0,clock_screenshots/digital_clock_00169.png,13,5,0,13:05:00,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
170,0,clock_screenshots/digital_clock_00170.png,13,39,23,13:39:23,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
171,0,clock_screenshots/digital_clock_00171.png,16,39,12,16:39:12,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
172,0,clock_screenshots/digital_clock_00172.png,21,13,50,21:13:50,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
173,0,clock_screenshots/digital_clock_00173.png,11,51,42,11:51:42,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
174,0,clock_screenshots/digital_clock_00174.png,11,9,2,11:09:02,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
175,0,clock_screenshots/digital_clock_00175.png,19,10,50,19:10:50,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
176,0,clock_screenshots/digital_clock_00176.png,23,31,41,23:31:41,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
177,0,clock_screenshots/digital_clock_00177.png,16,1,17,16:01:17,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
178,0,clock_screenshots/digital_clock_00178.png,12,19,14,12:19:14,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
179,0,clock_screenshots/digital_clock_00179.png,8,34,33,08:34:33,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
180,0,clock_screenshots/digital_clock_00180.png,13,30,54,13:30:54,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
181,0,clock_screenshots/digital_clock_00181.png,11,8,26,11:08:26,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
182,0,clock_screenshots/digital_clock_00182.png,15,25,40,15:25:40,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
183,0,clock_screenshots/digital_clock_00183.png,4,30,14,04:30:14,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
184,0,clock_screenshots/digital_clock_00184.png,14,56,45,14:56:45,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
185,0,clock_screenshots/digital_clock_00185.png,6,40,34,06:40:34,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
186,0,clock_screenshots/digital_clock_00186.png,6,35,40,06:35:40,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
187,0,clock_screenshots/digital_clock_00187.png,5,43,4,05:43:04,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
188,0,clock_screenshots/digital_clock_00188.png,16,20,43,16:20:43,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
189,0,clock_screenshots/digital_clock_00189.png,16,33,50,16:33:50,digital-7.ttf,"rgb(176, 200, 30)","rgb(251, 255, 230)",True
